,Account No,Forecast Date,Forecasted Balance
4917,250957494.0,2023-12-29,594.0713586585057
4918,250957494.0,2023-12-30,591.9635472123175
4919,250957494.0,2023-12-31,590.0736487814418
4920,252419513.0,2023-12-05,-2463.4823279223
4921,252419513.0,2023-12-06,-2463.0670826707983
4922,252419513.0,2023-12-07,-2462.651935844097
4923,252419513.0,2023-12-08,-2462.236887418866
4924,252419513.0,2023-12-09,-2461.821937371782
4925,252419513.0,2023-12-10,-2461.407085679527
4926,252419513.0,2023-12-11,-2460.9923323187872
4927,252419513.0,2023-12-12,-2460.5776772662557
4928,252419513.0,2023-12-13,-2460.163120498631
4929,252419513.0,2023-12-14,-2459.7486619926162
4930,252419513.0,2023-12-15,-2459.3343017249213
4931,252419513.0,2023-12-16,-2458.92003967226
4932,252419513.0,2023-12-17,-2458.5058758113532
4933,252419513.0,2023-12-18,-2458.091810118927
4934,252419513.0,2023-12-19,-2457.677842571712
4935,252419513.0,2023-12-20,-2457.2639731464456
4936,252419513.0,2023-12-21,-2456.85020181987
4937,252419513.0,2023-12-22,-2456.436528568733
4938,252419513.0,2023-12-23,-2456.022953369788
4939,252419513.0,2023-12-24,-2455.6094761997933
4940,252419513.0,2023-12-25,-2455.1960970355144
4941,252419513.0,2023-12-26,-2454.7828158537204
4942,252419513.0,2023-12-27,-2454.369632631187
4943,252419513.0,2023-12-28,-2453.9565473446946
4944,252419513.0,2023-12-29,-2453.5435599710304
4945,252419513.0,2023-12-30,-2453.1306704869858
4946,252419513.0,2023-12-31,-2452.717878869358
4947,252419513.0,2024-01-01,-2452.305185094951
4948,252419513.0,2024-01-02,-2451.892589140572
4949,252419513.0,2024-01-03,-2451.480090983035
4950,252701364.0,2023-12-05,-4189.785738541006
4951,252701364.0,2023-12-06,-4189.4675110629505
4952,252701364.0,2023-12-07,-4189.149340654389
4953,252701364.0,2023-12-08,-4188.831227305086
4954,252701364.0,2023-12-09,-4188.51317100481
4955,252701364.0,2023-12-10,-4188.19517174333
4956,252701364.0,2023-12-11,-4187.877229510417
4957,252701364.0,2023-12-12,-4187.559344295843
4958,252701364.0,2023-12-13,-4187.241516089383
4959,252701364.0,2023-12-14,-4186.923744880814
4960,252701364.0,2023-12-15,-4186.606030659913
4961,252701364.0,2023-12-16,-4186.288373416461
4962,252701364.0,2023-12-17,-4185.9707731402395
4963,252701364.0,2023-12-18,-4185.653229821033
4964,252701364.0,2023-12-19,-4185.335743448626
4965,252701364.0,2023-12-20,-4185.0183140128065
4966,252701364.0,2023-12-21,-4184.700941503364
4967,252701364.0,2023-12-22,-4184.383625910089
4968,252701364.0,2023-12-23,-4184.066367222775
4969,252701364.0,2023-12-24,-4183.749165431216
4970,252701364.0,2023-12-25,-4183.432020525209
4971,252701364.0,2023-12-26,-4183.114932494553
4972,252701364.0,2023-12-27,-4182.797901329046
4973,252701364.0,2023-12-28,-4182.480927018492
4974,252701364.0,2023-12-29,-4182.164009552696
4975,252701364.0,2023-12-30,-4181.847148921462
4976,252701364.0,2023-12-31,-4181.530345114597
4977,252701364.0,2024-01-01,-4181.213598121912
4978,252701364.0,2024-01-02,-4180.896907933216
4979,252701364.0,2024-01-03,-4180.580274538324
4980,252760664.0,2023-12-07,7579.914088311352
4981,252760664.0,2023-12-08,7513.435887866972
4982,252760664.0,2023-12-09,7448.416005941572
4983,252760664.0,2023-12-10,7384.822451703746
4984,252760664.0,2023-12-11,7322.623936098329
4985,252760664.0,2023-12-12,7261.78985645168
4986,252760664.0,2023-12-13,7202.290281414676
4987,252760664.0,2023-12-14,7144.095936236003
4988,252760664.0,2023-12-15,7087.178188358501
4989,252760664.0,2023-12-16,7031.509033331493
4990,252760664.0,2023-12-17,6977.061081032135
4991,252760664.0,2023-12-18,6923.807542189039
4992,252760664.0,2023-12-19,6871.722215201514
4993,252760664.0,2023-12-20,6820.7794732479615
4994,252760664.0,2023-12-21,6770.95425167706
4995,252760664.0,2023-12-22,6722.222035675556
4996,252760664.0,2023-12-23,6674.558848206579
4997,252760664.0,2023-12-24,6627.941238212549
4998,252760664.0,2023-12-25,6582.346269076885
4999,252760664.0,2023-12-26,6537.7515073388095
5000,252760664.0,2023-12-27,6494.135011655735
5001,252760664.0,2023-12-28,6451.47532200776
5002,252760664.0,2023-12-29,6409.751449138996
5003,252760664.0,2023-12-30,6368.942864230517
5004,252760664.0,2023-12-31,6329.029488799849
5005,252760664.0,2024-01-01,6289.991684822025
5006,252760664.0,2024-01-02,6251.8102450673705
5007,252760664.0,2024-01-03,6214.46638365123
5008,252760664.0,2024-01-04,6177.94172679101
5009,252760664.0,2024-01-05,6142.2183037659825
5010,252964502.0,2023-12-01,-937.6509950201498
5011,252964502.0,2023-12-02,-936.6550342082539
5012,252964502.0,2023-12-03,-935.6614539384188
5013,252964502.0,2023-12-04,-934.6702485206813
5014,252964502.0,2023-12-05,-933.681412278678
5015,252964502.0,2023-12-06,-932.6949395496133
5016,252964502.0,2023-12-07,-931.7108246842272
5017,252964502.0,2023-12-08,-930.7290620467617
5018,252964502.0,2023-12-09,-929.74964601493
5019,252964502.0,2023-12-10,-928.7725709798835
5020,252964502.0,2023-12-11,-927.79783134618
5021,252964502.0,2023-12-12,-926.8254215317511
5022,252964502.0,2023-12-13,-925.855335967871
5023,252964502.0,2023-12-14,-924.8875690991242
5024,252964502.0,2023-12-15,-923.9221153833737
5025,252964502.0,2023-12-16,-922.958969291729
5026,252964502.0,2023-12-17,-921.9981253085152
5027,252964502.0,2023-12-18,-921.0395779312407
5028,252964502.0,2023-12-19,-920.0833216705662
5029,252964502.0,2023-12-20,-919.1293510502726
5030,252964502.0,2023-12-21,-918.1776606072301
5031,252964502.0,2023-12-22,-917.2282448913672
5032,252964502.0,2023-12-23,-916.2810984656388
5033,252964502.0,2023-12-24,-915.3362159059957
5034,252964502.0,2023-12-25,-914.3935918013528
5035,252964502.0,2023-12-26,-913.4532207535591
5036,252964502.0,2023-12-27,-912.5150973773659
5037,252964502.0,2023-12-28,-911.5792163003962
5038,252964502.0,2023-12-29,-910.6455721631145
5039,252964502.0,2023-12-30,-909.7141596187951
5040,254018059.0,2023-12-01,49.971930823116914
5041,254018059.0,2023-12-02,48.54029375061183
5042,254018059.0,2023-12-03,47.146804383998585
5043,254018059.0,2023-12-04,45.79044623139334
5044,254018059.0,2023-12-05,44.470229886571154
5045,254018059.0,2023-12-06,43.18519230723577
5046,254018059.0,2023-12-07,41.93439611252077
5047,254018059.0,2023-12-08,40.71692889920965
5048,254018059.0,2023-12-09,39.53190257617603
5049,254018059.0,2023-12-10,38.37845271655857
5050,254018059.0,2023-12-11,37.2557379271979
5051,254018059.0,2023-12-12,36.16293923487571
5052,254018059.0,2023-12-13,35.09925948890823
5053,254018059.0,2023-12-14,34.06392277965834
5054,254018059.0,2023-12-15,33.05617387254211
5055,254018059.0,2023-12-16,32.075277657116956
5056,254018059.0,2023-12-17,31.120518610849473
5057,254018059.0,2023-12-18,30.191200277171845
5058,254018059.0,2023-12-19,29.286644757446076
5059,254018059.0,2023-12-20,28.406192216465442
5060,254018059.0,2023-12-21,27.54920040113246
5061,254018059.0,2023-12-22,26.715044171962266
5062,254018059.0,2023-12-23,25.903115047069658
5063,254018059.0,2023-12-24,25.112820758307148
5064,254018059.0,2023-12-25,24.343584819230262
5065,254018059.0,2023-12-26,23.594846104574916
5066,254018059.0,2023-12-27,22.866058440940154
5067,254018059.0,2023-12-28,22.156690208377604
5068,254018059.0,2023-12-29,21.4662239525971
5069,254018059.0,2023-12-30,20.79415600750554
5070,254853117.0,2023-12-04,2881.6299841100267
5071,254853117.0,2023-12-05,2826.596669274977
5072,254853117.0,2023-12-06,2777.7102490258762
5073,254853117.0,2023-12-07,2734.284151725816
5074,254853117.0,2023-12-08,2695.7084917142006
5075,254853117.0,2023-12-09,2661.4415039384025
5076,254853117.0,2023-12-10,2631.001935286224
5077,254853117.0,2023-12-11,2603.9622857613504
5078,254853117.0,2023-12-12,2579.94280457939
5079,254853117.0,2023-12-13,2558.6061568643445
5080,254853117.0,2023-12-14,2539.6526860434215
5081,254853117.0,2023-12-15,2522.8162054042327
5082,254853117.0,2023-12-16,2507.8602597100617
5083,254853117.0,2023-12-17,2494.57480437052
5084,254853117.0,2023-12-18,2482.7732555291286
5085,254853117.0,2023-12-19,2472.2898696386046
5086,254853117.0,2023-12-20,2462.9774157220313
5087,254853117.0,2023-12-21,2454.7051076286425
5088,254853117.0,2023-12-22,2447.3567672443583
5089,254853117.0,2023-12-23,2440.8291928608
5090,254853117.0,2023-12-24,2435.030709787804
5091,254853117.0,2023-12-25,2429.879882853911
5092,254853117.0,2023-12-26,2425.30437271291
5093,254853117.0,2023-12-27,2421.2399198941503
5094,254853117.0,2023-12-28,2417.6294423284057
5095,254853117.0,2023-12-29,2414.4222336747384
5096,254853117.0,2023-12-30,2411.573251189499
5097,254853117.0,2023-12-31,2409.0424831361265
5098,254853117.0,2024-01-01,2406.7943868515213
5099,254853117.0,2024-01-02,2404.7973895770697
5100,255814263.0,2023-12-05,2286.695768943874
5101,255814263.0,2023-12-06,2333.9670835975876
5102,255814263.0,2023-12-07,2378.723307594953
5103,255814263.0,2023-12-08,2421.0982574176146
5104,255814263.0,2023-12-09,2461.2186297836743
5105,255814263.0,2023-12-10,2499.204380457778
5106,255814263.0,2023-12-11,2535.169082906448
5107,255814263.0,2023-12-12,2569.2202678710028
5108,255814263.0,2023-12-13,2601.459744873355
5109,255814263.0,2023-12-14,2631.9839066159525
5110,255814263.0,2023-12-15,2660.8840171859933
5111,255814263.0,2023-12-16,2688.246484925607
5112,255814263.0,2023-12-17,2714.1531207838643
5113,255814263.0,2023-12-18,2738.6813829230523
5114,255814263.0,2023-12-19,2761.904608310573
5115,255814263.0,2023-12-20,2783.8922319888907
5116,255814263.0,2023-12-21,2804.7099946791277
5117,255814263.0,2023-12-22,2824.4201393390263
5118,255814263.0,2023-12-23,2843.0815972629507
5119,255814263.0,2023-12-24,2860.7501642803686
5120,255814263.0,2023-12-25,2877.4786675796076
5121,255814263.0,2023-12-26,2893.317123655688
5122,255814263.0,2023-12-27,2908.3128878544694
5123,255814263.0,2023-12-28,2922.5107959602387
5124,255814263.0,2023-12-29,2935.9532982500687
5125,255814263.0,2023-12-30,2948.680586415757
5126,255814263.0,2023-12-31,2960.7307137328276
5127,255814263.0,2024-01-01,2972.139708835891
5128,255814263.0,2024-01-02,2982.9416834405347
5129,255814263.0,2024-01-03,2993.1689343338276
5130,256002321.0,2023-12-07,7547.47331275362
5131,256002321.0,2023-12-08,7512.950510369723
5132,256002321.0,2023-12-09,7478.88399847513
5133,256002321.0,2023-12-10,7445.267746243946
5134,256002321.0,2023-12-11,7412.095802560156
5135,256002321.0,2023-12-12,7379.362294964094
5136,256002321.0,2023-12-13,7347.061428612842
5137,256002321.0,2023-12-14,7315.187485254353
5138,256002321.0,2023-12-15,7283.734822215157
5139,256002321.0,2023-12-16,7252.6978714014185
5140,256002321.0,2023-12-17,7222.071138313224
5141,256002321.0,2023-12-18,7191.849201071878
5142,256002321.0,2023-12-19,7162.0267094600695
5143,256002321.0,2023-12-20,7132.598383974709
5144,256002321.0,2023-12-21,7103.559014892302
5145,256002321.0,2023-12-22,7074.903461346663
5146,256002321.0,2023-12-23,7046.6266504188225
5147,256002321.0,2023-12-24,7018.7235762389655
5148,256002321.0,2023-12-25,6991.189299100236
5149,256002321.0,2023-12-26,6964.018944584258
5150,256002321.0,2023-12-27,6937.207702698211
5151,256002321.0,2023-12-28,6910.750827023313
5152,256002321.0,2023-12-29,6884.643633874559
5153,256002321.0,2023-12-30,6858.881501471562
5154,256002321.0,2023-12-31,6833.4598691203555
5155,256002321.0,2024-01-01,6808.374236406011
5156,256002321.0,2024-01-02,6783.620162395924
5157,256002321.0,2024-01-03,6759.193264853632
5158,256002321.0,2024-01-04,6735.089219463022
5159,256002321.0,2024-01-05,6711.303759062797
5160,256045540.0,2023-12-02,-3597.14833545643
5161,256045540.0,2023-12-03,-3596.5632893762095
5162,256045540.0,2023-12-04,-3595.9784565731834
5163,256045540.0,2023-12-05,-3595.393836969602
5164,256045540.0,2023-12-06,-3594.809430487744
5165,256045540.0,2023-12-07,-3594.2252370499164
5166,256045540.0,2023-12-08,-3593.641256578455
5167,256045540.0,2023-12-09,-3593.057488995722
5168,256045540.0,2023-12-10,-3592.4739342241105
5169,256045540.0,2023-12-11,-3591.8905921860405
5170,256045540.0,2023-12-12,-3591.3074628039603
5171,256045540.0,2023-12-13,-3590.724546000347
5172,256045540.0,2023-12-14,-3590.141841697705
5173,256045540.0,2023-12-15,-3589.559349818567
5174,256045540.0,2023-12-16,-3588.9770702854967
5175,256045540.0,2023-12-17,-3588.3950030210817
5176,256045540.0,2023-12-18,-3587.8131479479416
5177,256045540.0,2023-12-19,-3587.231504988721
5178,256045540.0,2023-12-20,-3586.6500740660954
5179,256045540.0,2023-12-21,-3586.068855102767
5180,256045540.0,2023-12-22,-3585.4878480214657
5181,256045540.0,2023-12-23,-3584.907052744952
5182,256045540.0,2023-12-24,-3584.3264691960117
5183,256045540.0,2023-12-25,-3583.7460972974604
5184,256045540.0,2023-12-26,-3583.1659369721415
5185,256045540.0,2023-12-27,-3582.5859881429265
5186,256045540.0,2023-12-28,-3582.0062507327148
5187,256045540.0,2023-12-29,-3581.426724664434
5188,256045540.0,2023-12-30,-3580.8474098610404
5189,256045540.0,2023-12-31,-3580.268306245518
5190,257633312.0,2023-12-02,82.87416385499105
5191,257633312.0,2023-12-03,82.77751850787902
5192,257633312.0,2023-12-04,82.68488799696965
5193,257633312.0,2023-12-05,82.5961055381371
5194,257633312.0,2023-12-06,82.51101127579338
5195,257633312.0,2023-12-07,82.42945199506342
5196,257633312.0,2023-12-08,82.35128084591682
5197,257633312.0,2023-12-09,82.27635707875989
5198,257633312.0,2023-12-10,82.20454579101154
5199,257633312.0,2023-12-11,82.13571768420698
5200,257633312.0,2023-12-12,82.06974883119182
5201,257633312.0,2023-12-13,82.00652045298737
5202,257633312.0,2023-12-14,81.94591870492536
5203,257633312.0,2023-12-15,81.88783447166705
5204,257633312.0,2023-12-16,81.83216317073767
5205,257633312.0,2023-12-17,81.77880456422245
5206,257633312.0,2023-12-18,81.72766257828506
5207,257633312.0,2023-12-19,81.67864513018372
5208,257633312.0,2023-12-20,81.6316639624733
5209,257633312.0,2023-12-21,81.5866344840951
5210,257633312.0,2023-12-22,81.54347561806794
5211,257633312.0,2023-12-23,81.50210965550659
5212,257633312.0,2023-12-24,81.46246211570445
5213,257633312.0,2023-12-25,81.42446161202872
5214,257633312.0,2023-12-26,81.38803972338658
5215,257633312.0,2023-12-27,81.3531308710308
5216,257633312.0,2023-12-28,81.31967220048324
5217,257633312.0,2023-12-29,81.28760346836336
5218,257633312.0,2023-12-30,81.25686693391812
5219,257633312.0,2023-12-31,81.22740725505798
5220,258201793.0,2023-12-04,-1267.486779352997
5221,258201793.0,2023-12-05,-1251.9972039468398
5222,258201793.0,2023-12-06,-1237.0044650468078
5223,258201793.0,2023-12-07,-1222.4926263533353
5224,258201793.0,2023-12-08,-1208.4462627322816
5225,258201793.0,2023-12-09,-1194.850443819024
5226,258201793.0,2023-12-10,-1181.690718148457
5227,258201793.0,2023-12-11,-1168.9530977940326
5228,258201793.0,2023-12-12,-1156.62404349951
5229,258201793.0,2023-12-13,-1144.690450287612
5230,258201793.0,2023-12-14,-1133.1396335302943
5231,258201793.0,2023-12-15,-1121.9593154658146
5232,258201793.0,2023-12-16,-1111.1376121482774
5233,258201793.0,2023-12-17,-1100.663020815777
5234,258201793.0,2023-12-18,-1090.5244076637155
5235,258201793.0,2023-12-19,-1080.7109960102966
5236,258201793.0,2023-12-20,-1071.2123548416207
5237,258201793.0,2023-12-21,-1062.0183877241975
5238,258201793.0,2023-12-22,-1053.119322073101
5239,258201793.0,2023-12-23,-1044.5056987643497
5240,258201793.0,2023-12-24,-1036.1683620804793
5241,258201793.0,2023-12-25,-1028.098449978612
5242,258201793.0,2023-12-26,-1020.2873846706885
5243,258201793.0,2023-12-27,-1012.7268635058382
5244,258201793.0,2023-12-28,-1005.4088501452068
5245,258201793.0,2023-12-29,-998.3255660198538
5246,258201793.0,2023-12-30,-991.4694820626431
5247,258201793.0,2023-12-31,-984.833310705338
5248,258201793.0,2024-01-01,-978.4099981323933
5249,258201793.0,2024-01-02,-972.192716783211
5250,259015404.0,2023-12-07,1222.85615147193
5251,259015404.0,2023-12-08,1296.6175030471536
5252,259015404.0,2023-12-09,1368.2051345948557
5253,259015404.0,2023-12-10,1437.6831048484664
5254,259015404.0,2023-12-11,1505.113584753994
5255,259015404.0,2023-12-12,1570.5569131024276
5256,259015404.0,2023-12-13,1634.071650522676
5257,259015404.0,2023-12-14,1695.7146318833518
5258,259015404.0,2023-12-15,1755.5410171502967
5259,259015404.0,2023-12-16,1813.6043407453528
5260,259015404.0,2023-12-17,1869.9565594505486
5261,259015404.0,2023-12-18,1924.6480989005677
5262,259015404.0,2023-12-19,1977.7278987050995
5263,259015404.0,2023-12-20,2029.2434562414526
5264,259015404.0,2023-12-21,2079.2408691566143
5265,259015404.0,2023-12-22,2127.7648766167918
5266,259015404.0,2023-12-23,2174.858899341342
5267,259015404.0,2023-12-24,2220.5650784569184
5268,259015404.0,2023-12-25,2264.9243132066003
5269,259015404.0,2023-12-26,2307.976297547745
5270,259015404.0,2023-12-27,2349.75955567132
5271,259015404.0,2023-12-28,2390.3114764744864
5272,259015404.0,2023-12-29,2429.6683470172948
5273,259015404.0,2023-12-30,2467.865384993421
5274,259015404.0,2023-12-31,2504.936770243999
5275,259015404.0,2024-01-01,2540.9156753427596
5276,259015404.0,2024-01-02,2575.83429527983
5277,259015404.0,2024-01-03,2609.723876270762
5278,259015404.0,2024-01-04,2642.614743716578
5279,259015404.0,2024-01-05,2674.5363293398304
5280,261793952.0,2023-12-07,-320.2053835850445
5281,261793952.0,2023-12-08,-306.5248492231118
5282,261793952.0,2023-12-09,-293.09149468347437
5283,261793952.0,2023-12-10,-279.90085392241383
5284,261793952.0,2023-12-11,-266.9485415886662
5285,261793952.0,2023-12-12,-254.2302515654709
5286,261793952.0,2023-12-13,-241.7417555389619
5287,261793952.0,2023-12-14,-229.4789015924258
5288,261793952.0,2023-12-15,-217.43761282595847
5289,261793952.0,2023-12-16,-205.61388600106147
5290,261793952.0,2023-12-17,-194.00379020972832
5291,261793952.0,2023-12-18,-182.6034655675776
5292,261793952.0,2023-12-19,-171.40912193059842
5293,261793952.0,2023-12-20,-160.4170376350819
5294,261793952.0,2023-12-21,-149.6235582603191
5295,261793952.0,2023-12-22,-139.0250954136552
5296,261793952.0,2023-12-23,-128.61812553749473
5297,261793952.0,2023-12-24,-118.39918873786235
5298,261793952.0,2023-12-25,-108.36488763412854
5299,261793952.0,2023-12-26,-98.51188622951906
5300,261793952.0,2023-12-27,-88.83690880203164
5301,261793952.0,2023-12-28,-79.33673881539175
5302,261793952.0,2023-12-29,-70.00821784968542
5303,261793952.0,2023-12-30,-60.84824455131269
5304,261793952.0,2023-12-31,-51.8537736019141
5305,261793952.0,2024-01-01,-43.02181470592609
5306,261793952.0,2024-01-02,-34.34943159642961
5307,261793952.0,2024-01-03,-25.83374105896064
5308,261793952.0,2024-01-04,-17.47191197295882
5309,261793952.0,2024-01-05,-9.261164370535028
5310,261894284.0,2023-12-02,-3222.0574960096255
5311,261894284.0,2023-12-03,-3196.527578440544
5312,261894284.0,2023-12-04,-3171.405442070485
5313,261894284.0,2023-12-05,-3146.6845735409233
5314,261894284.0,2023-12-06,-3122.358563529122
5315,261894284.0,2023-12-07,-3098.421105086405
5316,261894284.0,2023-12-08,-3074.8659920029686
5317,261894284.0,2023-12-09,-3051.6871171988087
5318,261894284.0,2023-12-10,-3028.878471140358
5319,261894284.0,2023-12-11,-3006.434140282403
5320,261894284.0,2023-12-12,-2984.3483055348934
5321,261894284.0,2023-12-13,-2962.615240754243
5322,261894284.0,2023-12-14,-2941.229311258724
5323,261894284.0,2023-12-15,-2920.184972367573
5324,261894284.0,2023-12-16,-2899.4767679634397
5325,261894284.0,2023-12-17,-2879.099329077788
5326,261894284.0,2023-12-18,-2859.047372498898
5327,261894284.0,2023-12-19,-2839.315699402098
5328,261894284.0,2023-12-20,-2819.8991940018786
5329,261894284.0,2023-12-21,-2800.792822225535
5330,261894284.0,2023-12-22,-2781.9916304079925
5331,261894284.0,2023-12-23,-2763.490744007484
5332,261894284.0,2023-12-24,-2745.2853663417363
5333,261894284.0,2023-12-25,-2727.3707773443466
5334,261894284.0,2023-12-26,-2709.742332341022
5335,261894284.0,2023-12-27,-2692.395460845364
5336,261894284.0,2023-12-28,-2675.325665373891
5337,261894284.0,2023-12-29,-2658.5285202799832
5338,261894284.0,2023-12-30,-2641.9996706064594
5339,261894284.0,2023-12-31,-2625.7348309564736
5340,262767079.0,2023-12-05,-1229.7410331261171
5341,262767079.0,2023-12-06,-1225.9333958216766
5342,262767079.0,2023-12-07,-1222.1467812837172
5343,262767079.0,2023-12-08,-1218.3810734411227
5344,262767079.0,2023-12-09,-1214.6361568636305
5345,262767079.0,2023-12-10,-1210.9119167582926
5346,262767079.0,2023-12-11,-1207.208238965957
5347,262767079.0,2023-12-12,-1203.5250099577684
5348,262767079.0,2023-12-13,-1199.8621168316881
5349,262767079.0,2023-12-14,-1196.2194473090337
5350,262767079.0,2023-12-15,-1192.5968897310365
5351,262767079.0,2023-12-16,-1188.9943330554197
5352,262767079.0,2023-12-17,-1185.4116668529937
5353,262767079.0,2023-12-18,-1181.8487813042727
5354,262767079.0,2023-12-19,-1178.3055671961065
5355,262767079.0,2023-12-20,-1174.781915918334
5356,262767079.0,2023-12-21,-1171.2777194604537
5357,262767079.0,2023-12-22,-1167.7928704083126
5358,262767079.0,2023-12-23,-1164.3272619408142
5359,262767079.0,2023-12-24,-1160.8807878266434
5360,262767079.0,2023-12-25,-1157.4533424210103
5361,262767079.0,2023-12-26,-1154.0448206624128
5362,262767079.0,2023-12-27,-1150.655118069415
5363,262767079.0,2023-12-28,-1147.2841307374454
5364,262767079.0,2023-12-29,-1143.9317553356107
5365,262767079.0,2023-12-30,-1140.5978891035297
5366,262767079.0,2023-12-31,-1137.2824298481833
5367,262767079.0,2024-01-01,-1133.9852759407804
5368,262767079.0,2024-01-02,-1130.7063263136451
5369,262767079.0,2024-01-03,-1127.4454804571167
5370,263882093.0,2023-12-01,-1037.8458068372256
5371,263882093.0,2023-12-02,-1036.122507182161
5372,263882093.0,2023-12-03,-1034.4142679797185
5373,263882093.0,2023-12-04,-1032.7209576119103
5374,263882093.0,2023-12-05,-1031.0424456109993
5375,263882093.0,2023-12-06,-1029.3786026494458
5376,263882093.0,2023-12-07,-1027.729300529945
5377,263882093.0,2023-12-08,-1026.0944121755474
5378,263882093.0,2023-12-09,-1024.4738116198687
5379,263882093.0,2023-12-10,-1022.8673739973843
5380,263882093.0,2023-12-11,-1021.2749755338082
5381,263882093.0,2023-12-12,-1019.6964935365563
5382,263882093.0,2023-12-13,-1018.1318063852935
5383,263882093.0,2023-12-14,-1016.5807935225627
5384,263882093.0,2023-12-15,-1015.0433354444956
5385,263882093.0,2023-12-16,-1013.5193136916058
5386,263882093.0,2023-12-17,-1012.0086108396612
5387,263882093.0,2023-12-18,-1010.5111104906366
5388,263882093.0,2023-12-19,-1009.0266972637453
5389,263882093.0,2023-12-20,-1007.5552567865495
5390,263882093.0,2023-12-21,-1006.0966756861476
5391,263882093.0,2023-12-22,-1004.6508415804392
5392,263882093.0,2023-12-23,-1003.2176430694658
5393,263882093.0,2023-12-24,-1001.7969697268284
5394,263882093.0,2023-12-25,-1000.388712091178
5395,263882093.0,2023-12-26,-998.9927616577833
5396,263882093.0,2023-12-27,-997.6090108701687
5397,263882093.0,2023-12-28,-996.237353111829
5398,263882093.0,2023-12-29,-994.8776826980132
5399,263882093.0,2023-12-30,-993.5298948675827
5400,264208990.0,2023-12-07,1152.8877174351583
5401,264208990.0,2023-12-08,1081.1176335625341
5402,264208990.0,2023-12-09,1017.9950294636875
5403,264208990.0,2023-12-10,962.4779820642268
5404,264208990.0,2023-12-11,913.6501081836201
5405,264208990.0,2023-12-12,870.7054384041605
5406,264208990.0,2023-12-13,832.935113466885
5407,264208990.0,2023-12-14,799.71568360065
5408,264208990.0,2023-12-15,770.4988176491307
5409,264208990.0,2023-12-16,744.8022521311086
5410,264208990.0,2023-12-17,722.2018308361729
5411,264208990.0,2023-12-18,702.3245035587063
5412,264208990.0,2023-12-19,684.8421684048899
5413,264208990.0,2023-12-20,669.4662560317593
5414,264208990.0,2023-12-21,655.9429664239301
5415,264208990.0,2023-12-22,644.0490795846164
5416,264208990.0,2023-12-23,633.5882709907887
5417,264208990.0,2023-12-24,624.3878709941284
5418,264208990.0,2023-12-25,616.2960146773527
5419,264208990.0,2023-12-26,609.1791351204733
5420,264208990.0,2023-12-27,602.919758699995
5421,264208990.0,2023-12-28,597.414566029512
5422,264208990.0,2023-12-29,592.5726865349372
5423,264208990.0,2023-12-30,588.31419851404
5424,264208990.0,2023-12-31,584.56880992177
5425,264208990.0,2024-01-01,581.2746981059641
5426,264208990.0,2024-01-02,578.3774893417179
5427,264208990.0,2024-01-03,575.829361320274
5428,264208990.0,2024-01-04,573.5882537778019
5429,264208990.0,2024-01-05,571.6171742344442
5430,264550521.0,2023-12-07,7084.6481765835015
5431,264550521.0,2023-12-08,7051.262639846482
5432,264550521.0,2023-12-09,7019.185047414534
5433,264550521.0,2023-12-10,6988.364157987612
5434,264550521.0,2023-12-11,6958.750737744747
5435,264550521.0,2023-12-12,6930.297481697099
5436,264550521.0,2023-12-13,6902.958938122143
5437,264550521.0,2023-12-14,6876.691435958307
5438,264550521.0,2023-12-15,6851.453015044063
5439,264550521.0,2023-12-16,6827.203359090043
5440,264550521.0,2023-12-17,6803.903731277096
5441,264550521.0,2023-12-18,6781.51691237743
5442,264550521.0,2023-12-19,6760.007141299973
5443,264550521.0,2023-12-20,6739.34005796499
5444,264550521.0,2023-12-21,6719.482648416693
5445,264550521.0,2023-12-22,6700.403192086185
5446,264550521.0,2023-12-23,6682.071211120472
5447,264550521.0,2023-12-24,6664.457421696613
5448,264550521.0,2023-12-25,6647.533687243238
5449,264550521.0,2023-12-26,6631.272973494703
5450,264550521.0,2023-12-27,6615.649305306087
5451,264550521.0,2023-12-28,6600.637725160043
5452,264550521.0,2023-12-29,6586.214253299238
5453,264550521.0,2023-12-30,6572.3558494206645
5454,264550521.0,2023-12-31,6559.040375870668
5455,264550521.0,2024-01-01,6546.246562281877
5456,264550521.0,2024-01-02,6533.953971595549
5457,264550521.0,2024-01-03,6522.14296741506
5458,264550521.0,2024-01-04,6510.794682638389
5459,264550521.0,2024-01-05,6499.890989319476
5460,266777719.0,2023-12-02,184.60250883504446
5461,266777719.0,2023-12-03,171.85874512522466
5462,266777719.0,2023-12-04,159.99745847015993
5463,266777719.0,2023-12-05,148.95753931305822
5464,266777719.0,2023-12-06,138.6821097968768
5465,266777719.0,2023-12-07,129.11823072860548
5466,266777719.0,2023-12-08,120.21662883561625
5467,266777719.0,2023-12-09,111.93144290889873
5468,266777719.0,2023-12-10,104.21998752530747
5469,266777719.0,2023-12-11,97.04253313151352
5470,266777719.0,2023-12-12,90.36210135664912
5471,266777719.0,2023-12-13,84.14427449909276
5472,266777719.0,2023-12-14,78.357018205867
5473,266777719.0,2023-12-15,72.9705164310904
5474,266777719.0,2023-12-16,67.9570178231863
5475,266777719.0,2023-12-17,63.290692749433084
5476,266777719.0,2023-12-18,58.94750022124348
5477,266777719.0,2023-12-19,54.90506403456997
5478,266777719.0,2023-12-20,51.14255748730918
5479,266777719.0,2023-12-21,47.64059607976759
5480,266777719.0,2023-12-22,44.3811376453792
